name,lenS,label,名詞,agent_utterance,cls,theme,freq,agent_utterance_refine,depend_word,nod_word,thank_word,questionmark,default,スポーツ,旅行,音楽,食事,UI3average,UI3average_diff
1902F2001_061,22.0,3.6,4, その歌手のどういうところが好きなんですか？,0,音楽,10, その歌手のどういうところが好きなんですか？,1,0,0,1,0.0,0.0,0.0,1.0,0.0,3.6,-2.1999999999999997
1902F2001_062,8.0,3.8,0, そうなんですね。,1,default,57, そうなんですね。,0,1,0,0,1.0,0.0,0.0,0.0,0.0,3.8,0.19999999999999973
1902F2001_082,8.0,3.8,0, そうなんですね。,1,default,57, そうなんですね。,0,1,0,0,1.0,0.0,0.0,0.0,0.0,3.8,0.0
1902F2001_106,8.0,4.0,0, そうなんですね。,1,default,57, そうなんですね。,0,1,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.20000000000000018
1902F2001_064,11.0,4.4,0, カラオケは好きですか？,2,音楽,14, カラオケは好きですか？,0,0,0,1,0.0,0.0,0.0,1.0,0.0,4.4,0.40000000000000036
1902F2001_065,18.0,4.4,4, カラオケでよくなにをうたうのですか？,2,音楽,9, カラオケでよく何を歌うのですか？,0,0,0,1,0.0,0.0,0.0,1.0,0.0,4.4,0.0
1902F2001_067,12.0,3.8,0, とても楽しそうですね。,1,音楽,10, とても楽しそうですね。,0,1,0,0,0.0,0.0,0.0,1.0,0.0,3.8,-0.6000000000000005
1902F2001_068,91.0,2.8,0, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？,2,音楽,8, スローテンポの曲で、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く曲とかはありますか？,0,0,0,1,0.0,0.0,0.0,1.0,0.0,2.8,-1.0
1902F2001_075,17.0,4.2,0, なるほど、勉強になります・・,1,default,16, なるほど、勉強になります。,0,1,0,0,1.0,0.0,0.0,0.0,0.0,4.2,1.4000000000000004
1902F2001_080,17.0,4.0,0, なるほど、勉強になります・・,1,default,16, なるほど、勉強になります。,0,1,0,0,1.0,0.0,0.0,0.0,0.0,4.0,-0.20000000000000018
1902F2001_095,17.0,5.4,0, さいきん旅行には行きましたか？,2,旅行,23, 最近、旅行には行きましたか？,0,0,0,1,0.0,0.0,1.0,0.0,0.0,5.4,1.4000000000000004
1902F2001_096,20.0,6.0,7, 旅行はどこに行ったことがありますか？,2,旅行,10, 旅行はどこに行ったことがありますか？,0,0,0,1,0.0,0.0,1.0,0.0,0.0,6.0,0.5999999999999996
1902F2001_098,32.0,6.2,0, 今までいった「旅行」で特におすすめの場所はありますか？,2,旅行,23, 今までいった旅行で特におすすめの場所はありますか？,0,0,0,1,0.0,0.0,1.0,0.0,0.0,6.2,0.20000000000000018
1902F2001_099,24.0,5.8,1, その旅先で何が一番楽しかったですか？,0,旅行,23, その旅先で何が一番楽しかったですか？,1,0,0,1,0.0,0.0,1.0,0.0,0.0,5.8,-0.40000000000000036
1902F2001_100,18.0,5.8,5, 具体的には教えてもらえますか？,6,default,13, 具体的には教えてもらえますか？,1,0,0,1,1.0,0.0,0.0,0.0,0.0,5.8,0.0
1902F2001_101,21.0,3.8,0, すごい！面白い体験をされましたね!,7,旅行,5, すごい！面白い体験をされましたね!,0,0,0,0,0.0,0.0,1.0,0.0,0.0,3.8,-2.0
1902F2001_102,45.0,4.6,0, 数年前からスペインの「バルセロナ」は人気の観光スポットですが、ご存知ですか？,2,旅行,4, 数年前からスペインのバルセロナは人気の観光スポットですが、ご存知ですか？,0,0,0,1,0.0,0.0,1.0,0.0,0.0,4.6,0.7999999999999998
1902F2001_103,100.0,3.8,0, 先日、旅行にいったしりあいが、サグラダファミリア教会は「見ると感動する」と言っていました。そのほかグエル公園なども人気で、ほかには美術館もたくさんあって、「ピカソ」や「ミロ」もあるそうです・・,7,旅行,4, 先日旅行にいった知り合いが、サグラダファミリア教会は「見ると感動する」と言っていました。そのほかグエル公園なども人気で、ほかには美術館もたくさんあって、「ピカソ」や「ミロ」もあるそうです。,1,0,0,0,0.0,0.0,1.0,0.0,0.0,3.8,-0.7999999999999998
1902F2001_104,24.0,3.2,0, 旅行に行くときはなにか目的はありますか？,2,旅行,11, 旅行に行くときは何か目的はありますか？,0,0,0,1,0.0,0.0,1.0,0.0,0.0,3.2,-0.5999999999999996
1902F2001_107,18.0,3.4,0, なるほど、それは面白そうですね。,5,default,7, なるほど、それは面白そうですね。,1,1,0,0,1.0,0.0,0.0,0.0,0.0,3.4,0.19999999999999973
1902F2001_107,18.0,3.4,0, なるほど、それは面白そうですね。,5,default,7, なるほど、それは面白そうですね。,1,1,0,0,1.0,0.0,0.0,0.0,0.0,3.4,0.0
1902F2001_108,24.0,3.6,0, 貴重な体験談をありがとうございました。,4,旅行,20, 貴重な体験談をありがとうございました。,0,0,1,0,0.0,0.0,1.0,0.0,0.0,3.6,0.20000000000000018
1902F2002_020,5.0,4.0,0, なるほど。,1,default,47, なるほど。,0,1,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0
1902F2002_008,23.0,5.0,2, 甘いものと、からいものどちらがお好きですか？,2,食事,30, 甘いものと辛いもののどちらがお好きですか？,0,0,0,1,0.0,0.0,0.0,0.0,1.0,5.0,1.0
1902F2002_009,44.0,4.8,2, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,2,食事,24, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4.8,-0.20000000000000018
1902F2002_013,19.0,4.0,0, そうですか、とても美味しそうですね・・,1,食事,8, そうですか、とても美味しそうですね。,0,1,0,0,0.0,0.0,0.0,0.0,1.0,4.0,-0.7999999999999998
1902F2002_011,20.0,5.4,7, なるほど、普段はどこでスイーツを買いますか？,2,食事,23, 普段はどこでスイーツを買いますか？,0,0,0,1,0.0,0.0,0.0,0.0,1.0,5.4,1.4000000000000004
1902F2002_047,18.0,5.4,5, 具体的にはどういったものですか？,6,default,19, 具体的にはどういったものですか？,1,0,0,1,1.0,0.0,0.0,0.0,0.0,5.4,0.0
1902F2002_012,24.0,5.2,5, なるほど、その中でもおすすめのスイーツはありますか？,0,食事,20, その中でもおすすめのスイーツはありますか？,1,0,0,1,0.0,0.0,0.0,0.0,1.0,5.2,-0.20000000000000018
1902F2002_046,13.0,4.4,0, なるほど、そうなんですね。,1,default,128, なるほど、そうなんですね。,0,1,0,0,1.0,0.0,0.0,0.0,0.0,4.4,-0.7999999999999998
1902F2002_054,13.0,4.0,0, なるほど、そうなんですね。,1,default,128, なるほど、そうなんですね。,0,1,0,0,1.0,0.0,0.0,0.0,0.0,4.0,-0.40000000000000036
1902F2002_084,13.0,4.0,0, なるほど、そうなんですね。,1,default,128, なるほど、そうなんですね。,0,1,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0
1902F2002_096,13.0,4.2,0, なるほど、そうなんですね。,1,default,128, なるほど、そうなんですね。,0,1,0,0,1.0,0.0,0.0,0.0,0.0,4.2,0.20000000000000018
1902F2002_029,20.0,5.6,4, それのどういったところが好きなんですか？,6,default,5, それのどういったところが好きなんですか？,1,0,0,1,1.0,0.0,0.0,0.0,0.0,5.6,1.3999999999999995
1902F2002_040,13.0,4.0,0, ありがとうございました・・,4,default,58, ありがとうございました。,0,0,1,0,1.0,0.0,0.0,0.0,0.0,4.0,-1.5999999999999996
1902F2002_049,13.0,4.0,0, ありがとうございました・・,4,default,58, ありがとうございました。,0,0,1,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0
1902F2002_102,13.0,4.0,0, ありがとうございました・・,4,default,58, ありがとうございました。,0,0,1,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0
1902F2002_051,38.0,5.0,1, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,2,音楽,22, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,0,0,0,1,0.0,0.0,0.0,1.0,0.0,5.0,1.0
1902F2002_053,22.0,6.2,6, その歌手のどういうところが好きなんですか？,0,音楽,10, その歌手のどういうところが好きなんですか？,1,0,0,1,0.0,0.0,0.0,1.0,0.0,6.2,1.2000000000000002
1902F2002_024,8.0,4.0,0, そうなんですね。,1,default,57, そうなんですね。,0,1,0,0,1.0,0.0,0.0,0.0,0.0,4.0,-2.2
1902F2002_061,8.0,4.0,0, そうなんですね。,1,default,57, そうなんですね。,0,1,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0
1902F2002_072,8.0,4.2,0, そうなんですね。,1,default,57, そうなんですね。,0,1,0,0,1.0,0.0,0.0,0.0,0.0,4.2,0.20000000000000018
1902F2002_074,8.0,4.0,0, そうなんですね。,1,default,57, そうなんですね。,0,1,0,0,1.0,0.0,0.0,0.0,0.0,4.0,-0.20000000000000018
1902F2002_057,12.0,4.2,0, とても楽しそうですね。,1,音楽,10, とても楽しそうですね。,0,1,0,0,0.0,0.0,0.0,1.0,0.0,4.2,0.20000000000000018
1902F2002_059,12.0,4.8,0, とても楽しそうですね。,1,音楽,10, とても楽しそうですね。,0,1,0,0,0.0,0.0,0.0,1.0,0.0,4.8,0.5999999999999996
1902F2002_082,17.0,5.2,0, さいきん旅行には行きましたか？,2,旅行,23, 最近、旅行には行きましたか？,0,0,0,1,0.0,0.0,1.0,0.0,0.0,5.2,0.40000000000000036
1902F2002_083,20.0,5.6,9, 旅行はどこに行ったことがありますか？,2,旅行,10, 旅行はどこに行ったことがありますか？,0,0,0,1,0.0,0.0,1.0,0.0,0.0,5.6,0.39999999999999947
1902F2002_085,32.0,5.4,2, 今までいった「旅行」で特におすすめの場所はありますか？,2,旅行,23, 今までいった旅行で特におすすめの場所はありますか？,0,0,0,1,0.0,0.0,1.0,0.0,0.0,5.4,-0.1999999999999993
1902F2002_086,24.0,6.2,7, その旅先で何が一番楽しかったですか？,0,旅行,23, その旅先で何が一番楽しかったですか？,1,0,0,1,0.0,0.0,1.0,0.0,0.0,6.2,0.7999999999999998
1902F2002_089,18.0,5.8,5, 具体的には教えてもらえますか？,6,default,13, 具体的には教えてもらえますか？,1,0,0,1,1.0,0.0,0.0,0.0,0.0,5.8,-0.40000000000000036
1902F2002_092,18.0,4.8,0, なるほど、それは面白そうですね。,5,default,7, なるほど、それは面白そうですね。,1,1,0,0,1.0,0.0,0.0,0.0,0.0,4.8,-1.0
1902F2002_092,18.0,4.8,0, なるほど、それは面白そうですね。,5,default,7, なるほど、それは面白そうですね。,1,1,0,0,1.0,0.0,0.0,0.0,0.0,4.8,0.0
1902F2002_093,24.0,4.0,0, 貴重な体験談をありがとうございました。,4,旅行,20, 貴重な体験談をありがとうございました。,0,0,1,0,0.0,0.0,1.0,0.0,0.0,4.0,-0.7999999999999998
1902F2002_010,13.0,5.4,1, 具体的には何ですか？,6,default,9, 具体的には何ですか？,1,0,0,1,1.0,0.0,0.0,0.0,0.0,5.4,1.4000000000000004
1902F2002_015,19.0,5.2,2, それは「最近」食べられたんですか？,0,食事,12, それは最近食べられたんですか？,1,0,0,1,0.0,0.0,0.0,0.0,1.0,5.2,-0.20000000000000018
1902F2002_016,14.0,5.0,4, どこで食べられたんですか・・,2,食事,8, どこで食べられたんですか？,0,0,0,1,0.0,0.0,0.0,0.0,1.0,5.0,-0.20000000000000018
1902F2002_017,19.0,5.6,0, お友達とランチに行ったりしますか？,2,食事,9, お友達とランチに行ったりしますか？,0,0,0,1,0.0,0.0,0.0,0.0,1.0,5.6,0.5999999999999996
1902F2002_018,29.0,4.6,0, どんなところに行きますか？和食ですか洋食ですか？,2,食事,7, どんなところに行きますか？和食ですか洋食ですか？,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4.6,-1.0
1902F2002_021,11.0,4.2,0, ありがとうございます。,4,default,18, ありがとうございます。,0,0,1,0,1.0,0.0,0.0,0.0,0.0,4.2,-0.39999999999999947
1902F2002_031,11.0,4.2,0, ありがとうございます。,4,default,18, ありがとうございます。,0,0,1,0,1.0,0.0,0.0,0.0,0.0,4.2,0.0
1902F2002_067,11.0,4.0,0, ありがとうございます。,4,default,18, ありがとうございます。,0,0,1,0,1.0,0.0,0.0,0.0,0.0,4.0,-0.20000000000000018
1902F2002_038,17.0,5.0,2, どういったところが好きなんですか？,2,default,3, どういったところが好きなんですか？,0,0,0,1,1.0,0.0,0.0,0.0,0.0,5.0,1.0
1902F2002_039,13.0,4.4,0, それは面白そうですね。,5,default,6, それは面白そうですね。,1,1,0,0,1.0,0.0,0.0,0.0,0.0,4.4,-0.5999999999999996
1902F2002_039,13.0,4.4,0, それは面白そうですね。,5,default,6, それは面白そうですね。,1,1,0,0,1.0,0.0,0.0,0.0,0.0,4.4,0.0
1902F2002_048,19.0,4.6,0, いいですね，とても興味深いです！,3,default,3, いいですね、とても興味深いです！,0,0,0,0,1.0,0.0,0.0,0.0,0.0,4.6,0.1999999999999993
1902F2002_055,15.0,5.6,5, おすすめの曲はありますか？,2,音楽,7, おすすめの曲はありますか？,0,0,0,1,0.0,0.0,0.0,1.0,0.0,5.6,1.0
1902F2002_056,17.0,5.2,3, カラオケで歌ったりするのですか？,2,音楽,3, カラオケで歌ったりするのですか？,0,0,0,1,0.0,0.0,0.0,1.0,0.0,5.2,-0.39999999999999947
1902F2002_058,22.0,5.0,0, カラオケに行くときはお友達と行きますか？,2,音楽,4, カラオケに行くときはお友達と行きますか？,0,0,0,1,0.0,0.0,0.0,1.0,0.0,5.0,-0.20000000000000018
1902F2002_060,33.0,3.0,2, そのほかで、おすすめのものはありますか？あったら教えてください．,6,default,2, そのほかで、おすすめのものはありますか？あったら教えてください？,1,0,0,1,1.0,0.0,0.0,0.0,0.0,3.0,-2.0
1902F2002_062,15.0,5.8,0, コンサートとかには行きますか？,2,音楽,6, コンサートとかには行きますか？,0,0,0,1,0.0,0.0,0.0,1.0,0.0,5.8,2.8
1902F2002_063,35.0,6.0,1, なまで演奏をきくと、迫力があって、感動するみたいですね！,7,音楽,4, なまで演奏をきくと、迫力があって、感動するみたいですね！,0,0,0,0,0.0,0.0,0.0,1.0,0.0,6.0,0.20000000000000018
1902F2002_087,21.0,4.8,0, なるほど、それは素晴らしい経験ですね。,5,旅行,10, なるほど、それは素晴らしい経験ですね。,1,1,0,0,0.0,0.0,1.0,0.0,0.0,4.8,-1.2000000000000002
1902F2002_088,24.0,5.6,0, その旅先で美味しい食べ物はたべましたか・・,0,旅行,22, その旅先で美味しい食べ物はたべましたか？,1,0,0,1,0.0,0.0,1.0,0.0,0.0,5.6,0.7999999999999998
1902F2002_091,22.0,5.8,5, ほかには何か面白いことはありましたか？,0,旅行,16, ほかには何か面白いことはありましたか？,1,0,0,1,0.0,0.0,1.0,0.0,0.0,5.8,0.20000000000000018
1902F2002_101,10.0,4.0,0, 面白いですよね。,3,default,2, 面白いですよね。,0,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,-1.7999999999999998
1902F2002_101,10.0,4.0,0, 面白いですよね。,3,default,2, 面白いですよね。,0,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0
1902F3001_008,23.0,5.4,3, 甘いものと、からいものどちらがお好きですか？,2,食事,30, 甘いものと辛いもののどちらがお好きですか？,0,0,0,1,0.0,0.0,0.0,0.0,1.0,5.4,0.0
1902F3001_009,44.0,5.6,6, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,2,食事,24, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,0,0,0,1,0.0,0.0,0.0,0.0,1.0,5.6,0.1999999999999993
1902F3001_010,20.0,4.2,4, なるほど、普段はどこでスイーツを買いますか？,2,食事,23, 普段はどこでスイーツを買いますか？,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4.2,-1.3999999999999995
1902F3001_057,18.0,5.2,14, 具体的にはどういったものですか？,6,default,19, 具体的にはどういったものですか？,1,0,0,1,1.0,0.0,0.0,0.0,0.0,5.2,1.0
1902F3001_012,24.0,6.0,6, なるほど、その中でもおすすめのスイーツはありますか？,0,食事,20, その中でもおすすめのスイーツはありますか？,1,0,0,1,0.0,0.0,0.0,0.0,1.0,6.0,0.7999999999999998
1902F3001_032,13.0,3.6,0, なるほど、そうなんですね。,1,default,128, なるほど、そうなんですね。,0,1,0,0,1.0,0.0,0.0,0.0,0.0,3.6,-2.4
1902F3001_011,20.0,4.8,0, 具体的に教えてもらっていいですか？,6,default,20, 具体的に教えてもらっていいですか？,1,0,0,1,1.0,0.0,0.0,0.0,0.0,4.8,1.1999999999999997
1902F3001_034,13.0,4.0,0, ありがとうございました・・,4,default,58, ありがとうございました。,0,0,1,0,1.0,0.0,0.0,0.0,0.0,4.0,-0.7999999999999998
1902F3001_028,38.0,5.4,4, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,2,音楽,22, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,0,0,0,1,0.0,0.0,0.0,1.0,0.0,5.4,1.4000000000000004
1902F3001_030,22.0,5.0,5, その歌手のどういうところが好きなんですか？,0,音楽,10, その歌手のどういうところが好きなんですか？,1,0,0,1,0.0,0.0,0.0,1.0,0.0,5.0,-0.40000000000000036
1902F3001_062,8.0,4.0,0, そうなんですね。,1,default,57, そうなんですね。,0,1,0,0,1.0,0.0,0.0,0.0,0.0,4.0,-1.0
1902F3001_031,91.0,3.8,5, そのほか「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？,2,音楽,8, スローテンポの曲で、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く曲とかはありますか？,0,0,0,1,0.0,0.0,0.0,1.0,0.0,3.8,-0.20000000000000018
1902F3001_040,17.0,3.6,0, なるほど、勉強になります・・,1,default,16, なるほど、勉強になります。,0,1,0,0,1.0,0.0,0.0,0.0,0.0,3.6,-0.19999999999999973
1902F3001_033,33.0,4.8,10, そのほかで、おすすめのものはありますか？あったら教えてください．,6,default,2, そのほかで、おすすめのものはありますか？あったら教えてください？,1,0,0,1,1.0,0.0,0.0,0.0,0.0,4.8,1.1999999999999997
1902F3001_013,36.0,3.8,0, とても美味しそうですね。今度知りあいにもすすめてみようと思います・・,1,食事,4, とても美味しそうですね。今度知りあいにもすすめてみようと思います。,0,1,0,0,0.0,0.0,0.0,0.0,1.0,3.8,-1.0
1902F3001_027,16.0,5.0,0, 最近音楽は聞きましたか？,2,音楽,6, 最近音楽は聞きましたか？,0,0,0,1,0.0,0.0,0.0,1.0,0.0,5.0,1.2000000000000002
1902F3002_008,23.0,5.2,4, 甘いものと、からいものどちらがお好きですか？,2,食事,30, 甘いものと辛いもののどちらがお好きですか？,0,0,0,1,0.0,0.0,0.0,0.0,1.0,5.2,0.0
